id,name,type,parentId
140925,Ningwu County,4,140900
140926,Jingle County,4,140900
140927,Shenchi County,4,140900
140928,Wuzhai County,4,140900
140929,Kelan County,4,140900
140930,Hequ County,4,140900
140931,Baode County,4,140900
140932,Pianguan County,4,140900
140971,Wutai Mountain Scenic Area,4,140900
140981,Yuanping City,4,140900
141002,Yaodu District,4,141000
141021,Quwo County,4,141000
141022,Yicheng County,4,141000
141023,Xiangfen County,4,141000
141024,Hongdong County,4,141000
141025,Guxian,4,141000
141026,Anze County,4,141000
141027,Fushan County,4,141000
141028,Ji County,4,141000
141029,Xiangning County,4,141000
141030,Daning County,4,141000
141031,Xi County,4,141000
141032,Yonghe County,4,141000
141033,Pu County,4,141000
141034,Fenxi County,4,141000
141081,Houma City,4,141000
141082,Huozhou City,4,141000
141102,Lishi District,4,141100
141121,Wenshui County,4,141100
141122,Jiaocheng County,4,141100
141123,Xing County,4,141100
141124,Lin County,4,141100
141125,Liulin County,4,141100
141126,Shilou County,4,141100
141127,Lan County,4,141100
141128,Fangshan County,4,141100
141129,Zhongyang County,4,141100
141130,Jiaokou County,4,141100
141181,Xiaoyi City,4,141100
141182,Fenyang City,4,141100
150102,New Town,4,150100
150103,Hui Muslim District,4,150100
150104,Yuquan District,4,150100
150105,Saihan District,4,150100
150121,Tumote Zuoqi,4,150100
150122,Tuoketuo County,4,150100
150123,Holinger County,4,150100
150124,Qingshuihe County,4,150100
150125,Wuchuan County,4,150100
150172,Hohhot Economic and Technological Development Zone,4,150100
150202,Donghe District,4,150200
150203,Kundun District,4,150200
150204,Qingshan District,4,150200
150205,Shiguai District,4,150200
150206,Baiyun Obo Mining Area,4,150200
150207,Jiuyuan District,4,150200
150221,Tumote Right Banner,4,150200
150222,Guyang County,4,150200
150223,Dalhan Maoming'an United Banner,4,150200
150271,Baotou Rare Earth High-tech Industrial Development Zone,4,150200
150302,Haibowan District,4,150300
150303,Hainan District,4,150300
150304,Wuda District,4,150300
150402,Hongshan District,4,150400
150403,Yuanbaoshan District,4,150400
150404,Songshan District,4,150400
150421,Alukeerqin Banner,4,150400
150422,Balin Zuoqi,4,150400
150423,Balin Right Banner,4,150400
150424,Linxi County,4,150400
150425,Keshiketeng Banner,4,150400
150426,Wengniute Banner,4,150400
150428,Kalaqin Banner,4,150400
150429,Ningcheng County,4,150400
150430,Aohan Banner,4,150400
150502,Korqin District,4,150500
150521,Khorchin Left Middle Banner,4,150500
150522,Khorchin Left Rear Banner,4,150500
150523,Kailu County,4,150500
150524,Kulun Banner,4,150500
150525,Naiman Banner,4,150500
150526,Zhalute Banner,4,150500
150571,Tongliao Economic and Technological Development Zone,4,150500
150581,Holingol City,4,150500
150602,Dongsheng District,4,150600
150603,Kangbashi District,4,150600
150621,Dalat Banner,4,150600
150622,Zungar Banner,4,150600
150623,Etuokeqian Banner,4,150600
150624,Etuoke Banner,4,150600
150625,Hangjin Banner,4,150600
150626,Wushen Banner,4,150600
150627,Yijinhuoluo Banner,4,150600
150702,Hailar District,4,150700
150703,Zhalainuoer District,4,150700
150721,Arong Banner,4,150700
150722,Moli Dawa Daur Autonomous Banner,4,150700
150723,Oroqen Autonomous Banner,4,150700
150724,Ewenki Autonomous Banner,4,150700
150725,Chenbarhu Banner,4,150700
150726,Xinbarhu Left Banner,4,150700
150727,Xinbarhu Right Banner,4,150700
150781,Manzhouli City,4,150700
150782,Yakeshi City,4,150700
150783,Zhalantun City,4,150700
150784,Ergun City,4,150700
150785,Genhe City,4,150700
150802,Linhe District,4,150800
150821,Wuyuan County,4,150800
150822,Dengkou County,4,150800
150823,Urad Front Banner,4,150800
150824,Urad Middle Banner,4,150800
150825,Urad Rear Banner,4,150800
150826,Hangjinhou Banner,4,150800
150902,Jining District,4,150900
150921,Zhuozi County,4,150900
150922,Huade County,4,150900
150923,Shangdu County,4,150900
150924,Xinghe County,4,150900
150925,Liangcheng County,4,150900
150926,Chahar Right Front Banner,4,150900
150927,Chahar Right Middle Banner,4,150900
150928,Chahar Right Rear Banner,4,150900
150929,Four Princes Banner,4,150900
150981,Fengzhen City,4,150900
152201,Ulanhot City,4,152200
152202,Arxan City,4,152200
152221,Khorchin Right Front Banner,4,152200
152222,Khorchin Right Middle Banner,4,152200
152223,Zhalaid Banner,4,152200
152224,Tuquan County,4,152200
152501,Erenhot City,4,152500
152502,Xilinhot City,4,152500
152522,Abaga Banner,4,152500
152523,Sunite Left Banner,4,152500
152524,Sunite Right Banner,4,152500
152525,Eastern Ujimchin Banner,4,152500
152526,West Ujimchin Banner,4,152500
152527,Taipusi Banner,4,152500
152528,Yellow Banner,4,152500
152529,Zhengxiangbai Banner,4,152500
152530,Zhenglan Banner,4,152500
152531,Duolun County,4,152500
152571,Ulagai Management Committee,4,152500
152921,Alxa Left Banner,4,152900
152922,Alashan Right Banner,4,152900
152923,Ejin Banner,4,152900
152971,Inner Mongolia Alxa High-tech Industrial Development Zone,4,152900
210102,Heping District,4,210100
210103,Shenhe District,4,210100
210104,Dadong District,4,210100
210105,Huanggu District,4,210100
210106,Tiexi District,4,210100
210111,Sujiatun District,4,210100
210112,Hunnan District,4,210100
210113,Shenbei New District,4,210100
210114,Yuhong District,4,210100
210115,Liaozhong District,4,210100
210123,Kangping County,4,210100
210124,Faku County,4,210100
210181,Xinmin City,4,210100
210202,Zhongshan District,4,210200
210203,Xigang District,4,210200
210204,Shahekou District,4,210200
210211,Ganjingzi District,4,210200
210212,Lüshunkou District,4,210200
210213,Jinzhou District,4,210200
210214,Pulandian District,4,210200
210224,Changhai County,4,210200
210281,Wafangdian City,4,210200
210283,Zhuanghe City,4,210200
210302,Tiedong District,4,210300
210303,Tiexi District,4,210300
210304,Lishan District,4,210300
210311,Qianshan District,4,210300
210321,Tai'an County,4,210300
210323,Xiuyan Manchu Autonomous County,4,210300
210381,Haicheng City,4,210300
210402,Xinfu District,4,210400
210403,Dongzhou District,4,210400
210404,Wanghua District,4,210400
210411,Shuncheng District,4,210400
210421,Fushun County,4,210400
210422,Xinbin Manchu Autonomous County,4,210400
210423,Qingyuan Manchu Autonomous County,4,210400
210502,Pingshan District,4,210500
210503,Xihu District,4,210500
210504,Mingshan District,4,210500
210505,Nanfen District,4,210500
210521,Benxi Manchu Autonomous County,4,210500
210522,Huanren Manchu Autonomous County,4,210500
210602,Yuanbao District,4,210600
210603,Revitalization District,4,210600
210604,Zhen'an District,4,210600
210624,Kuandian Manchu Autonomous County,4,210600
210681,Donggang City,4,210600
210682,Fengcheng City,4,210600
210702,Guta District,4,210700
210703,Linghe District,4,210700
210711,Taihe District,4,210700
210726,Heishan County,4,210700
210727,Yi County,4,210700
210781,Linghai City,4,210700
210782,Beizhen City,4,210700
210802,Zhanqian District,4,210800
210803,West City District,4,210800
210804,Bayuquan District,4,210800
210811,Old Border Area,4,210800
210881,Gaizhou City,4,210800
210882,Dashiqiao City,4,210800
210902,Haizhou District,4,210900
210903,Xinqiu District,4,210900
210904,Taiping District,4,210900
210905,Qinghemen District,4,210900
210911,Xihe District,4,210900
210921,Fuxin Mongolian Autonomous County,4,210900
210922,Zhangwu County,4,210900
211002,Baita District,4,211000
211003,Wensheng District,4,211000
211004,Magnificent District,4,211000
211005,Gongchangling District,4,211000
211011,Taizihe District,4,211000
211021,Liaoyang County,4,211000
211081,Lighthouse City,4,211000
211102,Shuangtaizi District,4,211100
211103,Xinglongtai District,4,211100
211104,Dawa District,4,211100
211122,Panshan County,4,211100
211202,Yinzhou District,4,211200
211204,Qinghe District,4,211200
211221,Tieling County,4,211200
211223,Xifeng County,4,211200
211224,Changtu County,4,211200
211281,Tiaobingshan City,4,211200
211282,Kaiyuan City,4,211200
211302,Twin Towers District,4,211300
211303,Longcheng District,4,211300
211321,Chaoyang County,4,211300
211322,Jianping County,4,211300
211324,Kalaqin Left Wing Mongolian Autonomous County,4,211300
211381,Beipiao City,4,211300
211382,Lingyuan City,4,211300
211402,Lianshan District,4,211400
211403,Longgang District,4,211400
211404,Nanpiao District,4,211400
211421,Suizhong County,4,211400
211422,Jianchang County,4,211400
211481,Xingcheng City,4,211400
220102,Nanguan District,4,220100
220103,Kuancheng District,4,220100
220104,Chaoyang District,4,220100
220105,Erdao District,4,220100
220106,Green Park,4,220100
220112,Shuangyang District,4,220100
220113,Jiutai District,4,220100
220122,Nong'an County,4,220100
220171,Changchun Economic and Technological Development Zone,4,220100
220172,Changchun Jingyue High-tech Industrial Development Zone,4,220100
220173,Changchun High-tech Industrial Development Zone,4,220100
220174,Changchun Automobile Economic and Technological Development Zone,4,220100
220182,Yushu City,4,220100
220183,Dehui City,4,220100
220184,Gongzhuling City,4,220100
220202,Changyi District,4,220200
220203,Longtan District,4,220200
220204,Shipyard,4,220200
220211,Fengman District,4,220200
220221,Yongji County,4,220200
220271,Jilin Economic Development Zone,4,220200
220272,Jilin High-tech Industrial Development Zone,4,220200
220273,Jilin China Singapore Food Zone,4,220200
220281,Jiaohe City,4,220200
220282,Huadian City,4,220200
220283,Shulan City,4,220200
220284,Panshi City,4,220200
220302,Tiexi District,4,220300
220303,Tiedong District,4,220300
220322,Lishu County,4,220300
220323,Yitong Manchu Autonomous County,4,220300
220382,Shuangliao City,4,220300
220402,Longshan District,4,220400
220403,Xi'an District,4,220400
220421,Dongfeng County,4,220400
220422,Dongliao County,4,220400
220502,Dongchang District,4,220500
220503,Erdaojiang District,4,220500
220521,Tonghua County,4,220500
220523,Huinan County,4,220500
220524,Liuhe County,4,220500
220581,Meihekou City,4,220500
220582,Ji'an City,4,220500
220602,Hunjiang District,4,220600
220605,Jiangyuan District,4,220600
220621,Fusong County,4,220600
220622,Jingyu County,4,220600
220623,Changbai Korean Autonomous County,4,220600
220681,Linjiang City,4,220600
220702,Ningjiang District,4,220700
220721,Qian Gorlos Mongol Autonomous County,4,220700
220722,Changling County,4,220700
220723,Qian'an County,4,220700
220771,Jilin Songyuan Economic Development Zone,4,220700
220781,Buyu City,4,220700
220802,Taobei District,4,220800
220821,Zhenlai County,4,220800
220822,Tongyu County,4,220800
220871,Jilin Baicheng Economic Development Zone,4,220800
220881,Taonan City,4,220800
220882,Da'an City,4,220800
222401,Yanji City,4,222400
222402,Tumen City,4,222400
222403,Dunhua City,4,222400
222404,Huanchun City,4,222400
222405,Longjing City,4,222400
222406,Helong City,4,222400
222424,Wangqing County,4,222400
222426,Antu County,4,222400
230102,Daoli District,4,230100
230103,Nangang District,4,230100
230104,Daowai District,4,230100
230108,Bungalow Area,4,230100
230109,Songbei District,4,230100
230110,Xiangfang District,4,230100
230111,Hulan District,4,230100
230112,Acheng District,4,230100
230113,Shuangcheng District,4,230100
230123,Yilan County,4,230100
230124,Fangzheng County,4,230100
230125,Bin County,4,230100
230126,Bayan County,4,230100
230127,Mulan County,4,230100
230128,Tonghe County,4,230100
230129,Yanshou County,4,230100
230183,Shangzhi City,4,230100
230184,Wuchang City,4,230100
230202,Longsha District,4,230200
230203,Jianhua District,4,230200
230204,Tiefeng District,4,230200
230205,Ang'angxi District,4,230200
230206,Fulaerji District,4,230200
230207,Nianzi Mountain Area,4,230200
230208,Meilis Daur District,4,230200
230221,Longjiang County,4,230200
230223,Yian County,4,230200
230224,Taila County,4,230200
230225,Gannan County,4,230200
230227,Fuyu County,4,230200
230229,Keshan County,4,230200
230230,Kedong County,4,230200
230231,Baiquan County,4,230200
230281,Nehe City,4,230200
230302,Jiguan District,4,230300
230303,Hengshan District,4,230300
230304,Didao District,4,230300
230305,Lishu District,4,230300
230306,Chengzihe District,4,230300
230307,Mashan District,4,230300
230321,Jitong County,4,230300
230381,Hulin City,4,230300
230382,Mishan City,4,230300
230402,Xiangyang District,4,230400
230403,Workers and Peasants District,4,230400
230404,Nanshan District,4,230400
230405,Xing'an District,4,230400
230406,Dongshan District,4,230400
230407,Xingshan District,4,230400
230421,Luobei County,4,230400
230422,Suibin County,4,230400
230502,Jianshan District,4,230500
230503,Lingdong District,4,230500
230505,Sifangtai District,4,230500
230506,Baoshan District,4,230500
230521,Jixian County,4,230500
230522,Youyi County,4,230500
230523,Baoqing County,4,230500
230524,Raohe County,4,230500
230602,Sartu District,4,230600
230603,Longfeng District,4,230600
230604,Ranghulu District,4,230600
230605,Honggang District,4,230600
230606,Datong District,4,230600
230621,Zhaozhou County,4,230600
230622,Zhaoyuan County,4,230600
230623,Lindian County,4,230600
230624,Dulbert Mongolian Autonomous County,4,230600
230671,Daqing High-tech Industrial Development Zone,4,230600
230717,Yimei District,4,230700
230718,Wucui District,4,230700
230719,Friendly Zone,4,230700
230722,Jiayin County,4,230700
230723,Tangwang County,4,230700
230724,Fenglin County,4,230700
230725,Daqingshan County,4,230700
230726,Nancha County,4,230700
230751,Jinlin District,4,230700
230781,Tieli City,4,230700
230803,Xiangyang District,4,230800
230804,Forward Zone,4,230800
230805,Dongfeng District,4,230800
230811,Suburbs,4,230800
230822,Huanan County,4,230800
230826,Huachuan County,4,230800
230828,Tangyuan County,4,230800
230881,Tongjiang City,4,230800
230882,Fujin City,4,230800
230883,Fuyuan City,4,230800
230902,Xinxing District,4,230900
230903,Taoshan District,4,230900
230904,Qiezihe District,4,230900
230921,Boli County,4,230900
231002,Dong'an District,4,231000
231003,Yangming District,4,231000
231004,Ai Min District,4,231000
231005,Xi'an District,4,231000
231025,Linkou County,4,231000
231071,Mudanjiang Economic and Technological Development Zone,4,231000
231081,Suifenhe City,4,231000
231083,Hailin City,4,231000
231084,Ning'an City,4,231000
231085,Muleng City,4,231000
231086,Dongning City,4,231000
231102,Aihui District,4,231100
231123,Xunke County,4,231100
231124,Sunwu County,4,231100
231181,Beian City,4,231100
231182,Wudalianchi City,4,231100
231183,Nenjiang City,4,231100
231202,Beilin District,4,231200
231221,Wangkui County,4,231200
231222,Lanxi County,4,231200
231223,Qinggang County,4,231200
231224,Qing'an County,4,231200
231225,Mingshui County,4,231200
231226,Suileng County,4,231200
231281,Anda City,4,231200
231282,Zhaodong City,4,231200
231283,Helen City,4,231200
232701,Mohe City,4,232700
232721,Huma County,4,232700
232722,Tahe County,4,232700
232761,Jiagedaqi District,4,232700
232762,Songling District,4,232700
232763,Xinlin District,4,232700
232764,Huzhong District,4,232700
310101,Huangpu District,4,310100
310104,Xuhui District,4,310100
310105,Changning District,4,310100
310106,Jing'an District,4,310100
310107,Putuo District,4,310100
310109,Hongkou District,4,310100
310110,Yangpu District,4,310100
310112,Minhang District,4,310100
310113,Baoshan District,4,310100
310114,Jiading District,4,310100
310115,Pudong New Area,4,310100
310116,Jinshan District,4,310100
310117,Songjiang District,4,310100
310118,Qingpu District,4,310100
310120,Fengxian District,4,310100
310151,Chongming District,4,310100
320102,Xuanwu District,4,320100
320104,Qinhuai District,4,320100
320105,Jianye District,4,320100
320106,Gulou District,4,320100
320111,Pukou District,4,320100
320113,Qixia District,4,320100
320114,Yuhuatai District,4,320100
320115,Jiangning District,4,320100
320116,Liuhe District,4,320100
320117,Lishui District,4,320100
320118,Gaochun District,4,320100
320205,Xishan District,4,320200
320206,Huishan District,4,320200
320211,Binhu District,4,320200
320213,Liangxi District,4,320200
320214,Xinwu District,4,320200
320281,Jiangyin City,4,320200
320282,Yixing City,4,320200
320302,Gulou District,4,320300
320303,Yunlong District,4,320300
320305,Jiawang District,4,320300
320311,Quanshan District,4,320300
320312,Tongshan District,4,320300
320321,Feng County,4,320300
320322,Pei County,4,320300
320324,Suining County,4,320300
320371,Xuzhou Economic and Technological Development Zone,4,320300
320381,Xinyi City,4,320300
320382,Pizhou City,4,320300
320402,Tianning District,4,320400
320404,Bell Tower District,4,320400
320411,New Taipei City,4,320400
320412,Wujin District,4,320400
320413,Jintan District,4,320400
320481,Liyang City,4,320400
320505,Huqiu District,4,320500
320506,Wuzhong District,4,320500
320507,Xiangcheng District,4,320500
320508,Gusu District,4,320500
320509,Wujiang District,4,320500
320571,Suzhou Industrial Park,4,320500
320581,Changshu City,4,320500
320582,Zhangjiagang City,4,320500
320583,Kunshan City,4,320500
320585,Taicang City,4,320500
320612,Tongzhou District,4,320600
320613,Chongchuan District,4,320600
320614,Haimen District,4,320600
320623,Rudong County,4,320600
320671,Nantong Economic and Technological Development Zone,4,320600
320681,Qidong City,4,320600
320682,Rugao City,4,320600
320685,Haian City,4,320600
320703,Lianyun District,4,320700
320706,Haizhou District,4,320700
320707,Ganyu District,4,320700
320722,Donghai County,4,320700
320723,Guanyun County,4,320700
320724,Guannan County,4,320700
320771,Lianyungang Economic and Technological Development Zone,4,320700
320772,Lianyungang High-tech Industrial Development Zone,4,320700
320803,Huai'an District,4,320800
320804,Huaiyin District,4,320800
320812,Qingjiangpu District,4,320800
320813,Hongze District,4,320800
320826,Lianshui County,4,320800
320830,Xuyi County,4,320800
320831,Jinhu County,4,320800
320871,Huai'an Economic and Technological Development Zone,4,320800
320902,Tinghu District,4,320900
320903,Yandu District,4,320900
320904,Dafeng District,4,320900
320921,Xiangshui County,4,320900
320922,Binhai County,4,320900
320923,Funing County,4,320900
320924,Sheyang County,4,320900
320925,Jianhu County,4,320900
320971,Yancheng Economic and Technological Development Zone,4,320900
320981,Dongtai City,4,320900
321002,Guangling District,4,321000
321003,Hanjiang District,4,321000
321012,Jiangdu District,4,321000
321023,Baoying County,4,321000
321071,Yangzhou Economic and Technological Development Zone,4,321000
321081,Yizheng City,4,321000
321084,Gaoyou City,4,321000
321102,Jingkou District,4,321100
321111,Runzhou District,4,321100
321112,Dantu District,4,321100
321171,Zhenjiang New District,4,321100
321181,Danyang City,4,321100
321182,Yangzhong City,4,321100
321183,Jurong City,4,321100
321202,Hailing District,4,321200
321203,Gaogang District,4,321200
321204,Jiangyan District,4,321200
321271,Taizhou Pharmaceutical High-tech Industrial Development Zone,4,321200
321281,Xinghua City,4,321200
321282,Jingjiang City,4,321200
321283,Taixing City,4,321200
321302,Sucheng District,4,321300
321311,Suyu District,4,321300
321322,Shuyang County,4,321300
321323,Siyang County,4,321300
321324,Sihong County,4,321300
321371,Suqian Economic and Technological Development Zone,4,321300
330102,Upper Town,4,330100
330105,Gongshu District,4,330100
330106,West Lake District,4,330100
330108,Binjiang District,4,330100
330109,Xiaoshan District,4,330100
330110,Yuhang District,4,330100
330111,Fuyang District,4,330100
330112,Lin'an District,4,330100
330113,Linping District,4,330100
330114,Qiantang District,4,330100
330122,Tonglu County,4,330100
330127,Chun'an County,4,330100
330182,Jiande City,4,330100
330203,Haishu District,4,330200
330205,Jiangbei District,4,330200
330206,Beilun District,4,330200
330211,Zhenhai District,4,330200
330212,Yinzhou District,4,330200
330213,Fenghua District,4,330200
330225,Xiangshan County,4,330200
330226,Ninghai County,4,330200
330281,Yuyao City,4,330200
330282,Cixi City,4,330200
330302,Lucheng District,4,330300
330303,Longwan District,4,330300
330304,Ouhai District,4,330300
330305,Dongtou District,4,330300
330324,Yongjia County,4,330300
330326,Pingyang County,4,330300
330327,Cangnan County,4,330300
330328,Wencheng County,4,330300
330329,Taishun County,4,330300
330371,Wenzhou Economic and Technological Development Zone,4,330300
330381,Ruian City,4,330300
330382,Yueqing City,4,330300
330383,Longgang City,4,330300
330402,Nanhu District,4,330400
330411,Xiuzhou District,4,330400
330421,Jiashan County,4,330400
330424,Haiyan County,4,330400
330481,Haining City,4,330400
330482,Pinghu City,4,330400
330483,Tongxiang City,4,330400
330502,Wuxing District,4,330500
330503,Nanxun District,4,330500
330521,Deqing County,4,330500
330522,Changxing County,4,330500
330523,Anji County,4,330500
330602,Yuecheng District,4,330600
330603,Keqiao District,4,330600
330604,Shangyu District,4,330600
330624,Xinchang County,4,330600
330681,Zhuji City,4,330600
330683,Shengzhou City,4,330600
330702,Wucheng District,4,330700
330703,Jindong District,4,330700
330723,Wuyi County,4,330700
330726,Pujiang County,4,330700
330727,Pan'an County,4,330700
330781,Lanxi City,4,330700
330782,Yiwu City,4,330700
330783,Dongyang City,4,330700
330784,Yongkang City,4,330700
330802,Kecheng District,4,330800
330803,Qujiang District,4,330800
330822,Changshan County,4,330800
330824,Kaihua County,4,330800
330825,Longyou County,4,330800
330881,Jiangshan City,4,330800
330902,Dinghai District,4,330900
330903,Putuo District,4,330900
330921,Daishan County,4,330900
330922,Shengsi County,4,330900
331002,Jiaojiang District,4,331000
331003,Huangyan District,4,331000
331004,Luqiao District,4,331000
331022,Sanmen County,4,331000
331023,Tiantai County,4,331000
331024,Xianju County,4,331000
331081,Wenling City,4,331000
331082,Linhai City,4,331000
331083,Yuhuan City,4,331000
331102,Liandu District,4,331100
331121,Qingtian County,4,331100
331122,Jinyun County,4,331100
331123,Suichang County,4,331100
331124,Songyang County,4,331100
331125,Yunhe County,4,331100
331126,Qingyuan County,4,331100
331127,Jingning She Autonomous County,4,331100
331181,Longquan City,4,331100
340102,Yaohai District,4,340100
340103,Luyang District,4,340100
340104,Shushan District,4,340100
340111,Baohe District,4,340100
340121,Changfeng County,4,340100
340122,Feidong County,4,340100
340123,Feixi County,4,340100
340124,Lujiang County,4,340100
340171,Hefei High-tech Industrial Development Zone,4,340100
340172,Hefei Economic and Technological Development Zone,4,340100
340173,Hefei Xinzhan High-tech Industrial Development Zone,4,340100
340181,Chaohu City,4,340100
340202,Jinghu District,4,340200
340207,Jiujiang District,4,340200
340209,Yijiang District,4,340200
340210,Wanzhi District,4,340200
340212,Fanchang District,4,340200
340223,Nanling County,4,340200
340271,Wuhu Economic and Technological Development Zone,4,340200
340272,Anhui Wuhu Sanshan Economic Development Zone,4,340200
340281,Wuwei City,4,340200
340302,Longzihu District,4,340300
340303,Bengshan District,4,340300
340304,Yuhui District,4,340300
340311,Huaishang District,4,340300
340321,Huaiyuan County,4,340300
340322,Wuhe County,4,340300
340323,Guzhen County,4,340300
340371,Bengbu High-tech Development Zone,4,340300
340372,Bengbu Economic Development Zone,4,340300
340402,Datong District,4,340400
340403,Tianjia'an District,4,340400
340404,Xiejiaji District,4,340400
340405,Bagongshan District,4,340400
340406,Panji District,4,340400
340421,Fengtai County,4,340400
340422,Shou County,4,340400
340503,Huashan District,4,340500
340504,Yushan District,4,340500
340506,Bowang District,4,340500
340521,Dangtu County,4,340500
340522,Hanshan County,4,340500
340523,He County,4,340500
340602,Duji District,4,340600
340603,Xiangshan District,4,340600
340604,Lieshan District,4,340600
340621,Suixi County,4,340600
340705,Tongguan District,4,340700
340706,Yi'an District,4,340700
340711,Suburbs,4,340700
340722,Congyang County,4,340700
340802,Yingjiang District,4,340800
340803,Daguan District,4,340800
340811,Yixiu District,4,340800
340822,Huaining County,4,340800
340825,Taihu County,4,340800
340826,Susong County,4,340800
340827,Wangjiang County,4,340800
340828,Yuexi County,4,340800
340871,Anhui Anqing Economic Development Zone,4,340800
340881,Tongcheng City,4,340800
340882,Qianshan City,4,340800
341002,Tunxi District,4,341000
341003,Huangshan District,4,341000
341004,Huizhou District,4,341000
341021,She County,4,341000
341022,Xiuning County,4,341000
341023,Yi County,4,341000
341024,Qimen County,4,341000
341102,Langya District,4,341100
341103,Nanqiao District,4,341100
341122,Laian County,4,341100
341124,Quanjiao County,4,341100
341125,Dingyuan County,4,341100
341126,Fengyang County,4,341100
341171,Sino-Singapore Suzhou-Changzhou High-Tech Industrial Development Zone,4,341100
341172,Chuzhou Economic and Technological Development Zone,4,341100
341181,Tianchang City,4,341100
341182,Mingguang City,4,341100
341202,Yingzhou District,4,341200
341203,Yingdong District,4,341200
341204,Yingquan District,4,341200
341221,Linquan County,4,341200
341222,Taihe County,4,341200
341225,Funan County,4,341200
341226,Yingshang County,4,341200
341271,Fuyang Hefei Modern Industrial Park,4,341200
341272,Fuyang Economic and Technological Development Zone,4,341200
341282,Jieshou City,4,341200
341302,Yongqiao District,4,341300
341321,Dangshan County,4,341300
341322,Xiao County,4,341300
341323,Lingbi County,4,341300
341324,Si County,4,341300
341371,Suzhou Ma'anshan Modern Industrial Park,4,341300
341372,Suzhou Economic and Technological Development Zone,4,341300
341502,Jin'an District,4,341500
341503,Yu'an District,4,341500
341504,Yeji District,4,341500
341522,Huoqiu County,4,341500
341523,Shucheng County,4,341500
341524,Jinzhai County,4,341500
341525,Huoshan County,4,341500
341602,Qiaocheng District,4,341600
341621,Woyang County,4,341600
341622,Mengcheng County,4,341600
341623,Lixin County,4,341600
341702,Guichi District,4,341700
341721,Dongzhi County,4,341700
341722,Shitai County,4,341700
341723,Qingyang County,4,341700
341802,Xuanzhou District,4,341800
341821,Langxi County,4,341800
341823,Jing County,4,341800
341824,Jixi County,4,341800
341825,Jingde County,4,341800
341871,Xuancheng Economic Development Zone,4,341800
341881,Ningguo City,4,341800
341882,Guangde City,4,341800
350102,Gulou District,4,350100
350103,Taijiang District,4,350100
350104,Cangshan District,4,350100
350105,Mawei District,4,350100
350111,Jin'an District,4,350100
350112,Changle District,4,350100
350121,Minhou County,4,350100
350122,Lianjiang County,4,350100
350123,Luoyuan County,4,350100
350124,Minqing County,4,350100
350125,Yongtai County,4,350100
350128,Pingtan County,4,350100
350181,Fuqing City,4,350100
350203,Siming District,4,350200
350205,Haicang District,4,350200
350206,Huli District,4,350200
350211,Jimei District,4,350200
350212,Tong'an District,4,350200
350213,Xiang'an District,4,350200
350302,Chengxiang District,4,350300
350303,Hanjiang District,4,350300
350304,Licheng District,4,350300
350305,Xiuyu District,4,350300
350322,Xianyou County,4,350300
350404,Sanyuan District,4,350400
350405,Shaxian District,4,350400
350421,Mingxi County,4,350400
350423,Qingliu County,4,350400
350424,Ninghua County,4,350400
350425,Datian County,4,350400
350426,Youxi County,4,350400
350428,Jiangle County,4,350400
350429,Taining County,4,350400
350430,Jianning County,4,350400
350481,Yong'an City,4,350400
350502,Licheng District,4,350500
350503,Fengze District,4,350500
350504,Luojiang District,4,350500
350505,Quangang District,4,350500
350521,Huian County,4,350500
350524,Anxi County,4,350500
350525,Yongchun County,4,350500
350526,Dehua County,4,350500
350527,Kinmen County,4,350500
350581,Shishi City,4,350500
350582,Jinjiang City,4,350500
350583,Nan'an City,4,350500
350602,Xiangcheng District,4,350600
350603,Longwen District,4,350600
350604,Longhai District,4,350600
350605,Changtai District,4,350600
350622,Yunxiao County,4,350600
350623,Zhangpu County,4,350600
350624,Zhao'an County,4,350600
350626,Dongshan County,4,350600
350627,Nanjing County,4,350600
350628,Pinghe County,4,350600
350629,Hua'an County,4,350600
350702,Yanping District,4,350700
350703,Jianyang District,4,350700
350721,Shunchang County,4,350700
350722,Pucheng County,4,350700
350723,Guangze County,4,350700
350724,Songxi County,4,350700
350725,Zhenghe County,4,350700
350781,Shaowu City,4,350700
350782,Wuyishan City,4,350700
350783,Jian'ou City,4,350700
350802,Xilla District,4,350800
350803,Yongding District,4,350800
350821,Changting County,4,350800
350823,Shanghang County,4,350800
350824,Wuping County,4,350800
350825,Liancheng County,4,350800
350881,Zhangping City,4,350800
350902,Jiaocheng District,4,350900
350921,Xiapu County,4,350900
350922,Gutian County,4,350900
350923,Pingnan County,4,350900
350924,Shouning County,4,350900
350925,Zhouning County,4,350900
350926,Zherong County,4,350900
350981,Fu'an City,4,350900
350982,Fuding City,4,350900
360102,Donghu District,4,360100
360103,West Lake District,4,360100
360104,Qingyunpu District,4,360100
360111,Qingshan Lake District,4,360100
360112,New District,4,360100
360113,Honggutan District,4,360100
360121,Nanchang County,4,360100
360123,Anyi County,4,360100
360124,Jinxian County,4,360100
360202,Changjiang District,4,360200
360203,Zhushan District,4,360200
360222,Fuliang County,4,360200
360281,Leping City,4,360200
360302,Anyuan District,4,360300
360313,Xiangdong District,4,360300
360321,Lianhua County,4,360300
360322,Shangli County,4,360300
360323,Luxi County,4,360300
360402,Lianxi District,4,360400
360403,Xunyang District,4,360400
360404,Chaisang District,4,360400
360423,Wuning County,4,360400
360424,Xiushui County,4,360400
360425,Yongxiu County,4,360400
360426,De'an County,4,360400
360428,Duchang County,4,360400
360429,Hukou County,4,360400
